score_i-1,score_i,score_i+1,purity_i-1,purity_i,purity_i+1,review_score,review_purity,Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,-0.216718063863,-0.00136565580847,0
0.0,0.0,0.0,0.0,0.0,0.0,-0.216718063863,-0.00136565580847,0
0.0,0.0,0.0,0.0,0.0,0.0,-0.216718063863,-0.00136565580847,0
0.0,0.0,0.00309245732029,0.0,0.0,7.32809791537e-06,-0.216718063863,-0.00136565580847,0
0.0,0.00309245732029,0.0,0.0,7.32809791537e-06,0.0,-0.216718063863,-0.00136565580847,0
0.00309245732029,0.0,0.0,7.32809791537e-06,0.0,0.0,-0.216718063863,-0.00136565580847,0
0.0,0.0,0.00307258626771,0.0,0.0,8.30428721002e-05,-0.216718063863,-0.00136565580847,0
0.0,0.00307258626771,0.0,0.0,8.30428721002e-05,0.0,-0.216718063863,-0.00136565580847,0
0.00307258626771,0.0,0.0,8.30428721002e-05,0.0,0.0,-0.216718063863,-0.00136565580847,-1
0.0,0.0,0.0,0.0,0.0,0.0,-0.216718063863,-0.00136565580847,-1
0.0,0.0,-0.0742943691504,0.0,0.0,-0.000492015689737,-0.216718063863,-0.00136565580847,-1
0.0,-0.0742943691504,-0.0742943691504,0.0,-0.000492015689737,-0.000505403871771,-0.216718063863,-0.00136565580847,-1
-0.0742943691504,-0.0742943691504,0.0,-0.000492015689737,-0.000505403871771,0.0,-0.216718063863,-0.00136565580847,-1
-0.0742943691504,0.0,0.0,-0.000505403871771,0.0,0.0,-0.216718063863,-0.00136565580847,-1
0.0,0.0,0.0,0.0,0.0,0.0,-0.216718063863,-0.00136565580847,0
0.0,-3.145728e-05,0.000345291181773,0.0,-2.13995102041e-07,1.37566207878e-06,-0.173426219918,-0.00175378837161,0
-3.145728e-05,0.000345291181773,-0.17374005382,-2.13995102041e-07,1.37566207878e-06,-0.00175495003858,-0.173426219918,-0.00175378837161,-1
0.000345291181773,-0.17374005382,0.0,1.37566207878e-06,-0.00175495003858,0.0,-0.173426219918,-0.00175378837161,-1
-0.17374005382,0.0,0.0,-0.00175495003858,0.0,0.0,-0.173426219918,-0.00175378837161,0
0.0,0.0,0.000169438654152,0.0,0.0,1.21027610109e-06,-0.0667323802368,-0.000635440287336,1
0.0,0.000169438654152,0.0,0.0,1.21027610109e-06,0.0,-0.0667323802368,-0.000635440287336,1
0.000169438654152,0.0,0.000112477384392,1.21027610109e-06,0.0,1.65407918224e-06,-0.0667323802368,-0.000635440287336,0
